avg_train_mse,avg_train_rmse,avg_val_mse,avg_val_rmse,avg_val_r2,avg_epochs,model_name,timestamp,checkpoint_dir_name,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/learning_rate,config/batch_size,config/epochs,config/model,config/num_conv_layers,config/num_fcn_layers,config/fcn_width,config/lstm_hidden_size,config/lstm_num_layers,config/log_dir,config/model_dir,config/early_stop_patience,config/fold_early_stop,config/print,config/tune,config/loocv
1.1824366199701375,1.087399015987295,1.192685683025324,1.0921014984997155,-0.07461936613670273,37.18181818181818,CNNLSTMFCNRegressor_conv3_fcn3_fcnw32_lstm2_lstmh32_lr0.05_batch16_epochs100,1732814282,,True,12,2024-11-28_11-18-02,0.002275705337524414,1338.994952917099,93924,Tylers-MacBook-Pro.local,127.0.0.1,1338.994952917099,12,"20_batch_size=16,fcn_width=32,learning_rate=0.0500,lstm_hidden_size=32,lstm_num_layers=2,num_conv_layers=3,num_fcn_layers=3",0.05,16,100,<class '__main__.CNNLSTMFCNRegressor'>,3,3,32,32,2,/Users/tyler/GitHub Repositories/UT Austin/2024 Fall/CSML/Final-Project/EE-Estimation/logs/CNNLSTMFCN/run1,/Users/tyler/GitHub Repositories/UT Austin/2024 Fall/CSML/Final-Project/EE-Estimation/models/CNNLSTMFCN/run1,20,20,False,True,True
1.1801150302970724,1.0863309948156097,1.2101741952219505,1.1000791767968114,-0.07780202667065249,38.18181818181818,CNNLSTMFCNRegressor_conv3_fcn3_fcnw32_lstm2_lstmh32_lr0.05_batch32_epochs100,1732814073,,True,12,2024-11-28_11-14-33,0.003443002700805664,1127.0193810462952,93964,Tylers-MacBook-Pro.local,127.0.0.1,1127.0193810462952,12,"21_batch_size=32,fcn_width=32,learning_rate=0.0500,lstm_hidden_size=32,lstm_num_layers=2,num_conv_layers=3,num_fcn_layers=3",0.05,32,100,<class '__main__.CNNLSTMFCNRegressor'>,3,3,32,32,2,/Users/tyler/GitHub Repositories/UT Austin/2024 Fall/CSML/Final-Project/EE-Estimation/logs/CNNLSTMFCN/run1,/Users/tyler/GitHub Repositories/UT Austin/2024 Fall/CSML/Final-Project/EE-Estimation/models/CNNLSTMFCN/run1,20,20,False,True,True
0.6641586734832718,0.8149593078695843,0.7094565612422119,0.8422924440134862,0.34009864488557234,34.45454545454545,CNNLSTMFCNRegressor_conv3_fcn3_fcnw32_lstm2_lstmh32_lr0.01_batch16_epochs100,1732814275,,True,12,2024-11-28_11-17-55,0.006879091262817383,1219.3368430137634,95098,Tylers-MacBook-Pro.local,127.0.0.1,1219.3368430137634,12,"22_batch_size=16,fcn_width=32,learning_rate=0.0100,lstm_hidden_size=32,lstm_num_layers=2,num_conv_layers=3,num_fcn_layers=3",0.01,16,100,<class '__main__.CNNLSTMFCNRegressor'>,3,3,32,32,2,/Users/tyler/GitHub Repositories/UT Austin/2024 Fall/CSML/Final-Project/EE-Estimation/logs/CNNLSTMFCN/run1,/Users/tyler/GitHub Repositories/UT Austin/2024 Fall/CSML/Final-Project/EE-Estimation/models/CNNLSTMFCN/run1,20,20,False,True,True
0.44666124573899507,0.6683271996103369,0.6773987427106567,0.8230423699364795,0.3797973331148698,44.27272727272727,CNNLSTMFCNRegressor_conv3_fcn3_fcnw32_lstm2_lstmh32_lr0.01_batch32_epochs100,1732814546,,True,12,2024-11-28_11-22-26,0.00032520294189453125,1407.0113055706024,95767,Tylers-MacBook-Pro.local,127.0.0.1,1407.0113055706024,12,"23_batch_size=32,fcn_width=32,learning_rate=0.0100,lstm_hidden_size=32,lstm_num_layers=2,num_conv_layers=3,num_fcn_layers=3",0.01,32,100,<class '__main__.CNNLSTMFCNRegressor'>,3,3,32,32,2,/Users/tyler/GitHub Repositories/UT Austin/2024 Fall/CSML/Final-Project/EE-Estimation/logs/CNNLSTMFCN/run1,/Users/tyler/GitHub Repositories/UT Austin/2024 Fall/CSML/Final-Project/EE-Estimation/models/CNNLSTMFCN/run1,20,20,False,True,True
0.35339165320891924,0.5944675375568621,0.6563935583219416,0.8101811885757046,0.3512760313146863,32.81818181818182,CNNLSTMFCNRegressor_conv3_fcn3_fcnw32_lstm2_lstmh64_lr0.005_batch16_epochs100,1732814691,,True,12,2024-11-28_11-24-51,0.00021696090698242188,1256.9853103160858,98152,Tylers-MacBook-Pro.local,127.0.0.1,1256.9853103160858,12,"24_batch_size=16,fcn_width=32,learning_rate=0.0050,lstm_hidden_size=64,lstm_num_layers=2,num_conv_layers=3,num_fcn_layers=3",0.005,16,100,<class '__main__.CNNLSTMFCNRegressor'>,3,3,32,64,2,/Users/tyler/GitHub Repositories/UT Austin/2024 Fall/CSML/Final-Project/EE-Estimation/logs/CNNLSTMFCN/run1,/Users/tyler/GitHub Repositories/UT Austin/2024 Fall/CSML/Final-Project/EE-Estimation/models/CNNLSTMFCN/run1,20,20,False,True,True
0.3239287249897187,0.569147366672041,0.5818637974823132,0.7627999721305142,0.4566529824857394,36.0,CNNLSTMFCNRegressor_conv3_fcn3_fcnw32_lstm2_lstmh64_lr0.005_batch32_epochs100,1732814579,,True,12,2024-11-28_11-22-59,0.0061261653900146484,1130.7001278400421,98259,Tylers-MacBook-Pro.local,127.0.0.1,1130.7001278400421,12,"25_batch_size=32,fcn_width=32,learning_rate=0.0050,lstm_hidden_size=64,lstm_num_layers=2,num_conv_layers=3,num_fcn_layers=3",0.005,32,100,<class '__main__.CNNLSTMFCNRegressor'>,3,3,32,64,2,/Users/tyler/GitHub Repositories/UT Austin/2024 Fall/CSML/Final-Project/EE-Estimation/logs/CNNLSTMFCN/run1,/Users/tyler/GitHub Repositories/UT Austin/2024 Fall/CSML/Final-Project/EE-Estimation/models/CNNLSTMFCN/run1,20,20,False,True,True
0.3042322602356005,0.5515725339749982,0.7925779926753926,0.8902684947112263,0.17367867361021963,27.636363636363637,CNNLSTMFCNRegressor_conv3_fcn3_fcnw32_lstm2_lstmh64_lr0.001_batch16_epochs100,1732814457,,True,12,2024-11-28_11-20-57,0.005366086959838867,978.0146219730377,98523,Tylers-MacBook-Pro.local,127.0.0.1,978.0146219730377,12,"26_batch_size=16,fcn_width=32,learning_rate=0.0010,lstm_hidden_size=64,lstm_num_layers=2,num_conv_layers=3,num_fcn_layers=3",0.001,16,100,<class '__main__.CNNLSTMFCNRegressor'>,3,3,32,64,2,/Users/tyler/GitHub Repositories/UT Austin/2024 Fall/CSML/Final-Project/EE-Estimation/logs/CNNLSTMFCN/run1,/Users/tyler/GitHub Repositories/UT Austin/2024 Fall/CSML/Final-Project/EE-Estimation/models/CNNLSTMFCN/run1,20,20,False,True,True
0.3227353051590997,0.5680979714442744,0.6437136648073738,0.8023176832199161,0.395002472703919,26.818181818181817,CNNLSTMFCNRegressor_conv3_fcn3_fcnw32_lstm2_lstmh64_lr0.001_batch32_epochs100,1732814613,,True,12,2024-11-28_11-23-33,0.00047898292541503906,1118.1503582000732,98695,Tylers-MacBook-Pro.local,127.0.0.1,1118.1503582000732,12,"27_batch_size=32,fcn_width=32,learning_rate=0.0010,lstm_hidden_size=64,lstm_num_layers=2,num_conv_layers=3,num_fcn_layers=3",0.001,32,100,<class '__main__.CNNLSTMFCNRegressor'>,3,3,32,64,2,/Users/tyler/GitHub Repositories/UT Austin/2024 Fall/CSML/Final-Project/EE-Estimation/logs/CNNLSTMFCN/run1,/Users/tyler/GitHub Repositories/UT Austin/2024 Fall/CSML/Final-Project/EE-Estimation/models/CNNLSTMFCN/run1,20,20,False,True,True
1.1813737772554551,1.086910197419941,1.2010562875276922,1.0959271360486025,-0.0777322554659588,38.0,CNNLSTMFCNRegressor_conv3_fcn3_fcnw32_lstm2_lstmh64_lr0.05_batch16_epochs100,1732814867,,True,12,2024-11-28_11-27-47,0.0038406848907470703,1261.2062401771545,99574,Tylers-MacBook-Pro.local,127.0.0.1,1261.2062401771545,12,"28_batch_size=16,fcn_width=32,learning_rate=0.0500,lstm_hidden_size=64,lstm_num_layers=2,num_conv_layers=3,num_fcn_layers=3",0.05,16,100,<class '__main__.CNNLSTMFCNRegressor'>,3,3,32,64,2,/Users/tyler/GitHub Repositories/UT Austin/2024 Fall/CSML/Final-Project/EE-Estimation/logs/CNNLSTMFCN/run1,/Users/tyler/GitHub Repositories/UT Austin/2024 Fall/CSML/Final-Project/EE-Estimation/models/CNNLSTMFCN/run1,20,20,False,True,True
1.1793699046332087,1.0859879854921088,1.1971040808286961,1.0941225163704,-0.0770635322691533,30.636363636363637,CNNLSTMFCNRegressor_conv3_fcn3_fcnw32_lstm2_lstmh64_lr0.05_batch32_epochs100,1732814622,,True,12,2024-11-28_11-23-42,0.00098419189453125,942.2171761989594,424,Tylers-MacBook-Pro.local,127.0.0.1,942.2171761989594,12,"29_batch_size=32,fcn_width=32,learning_rate=0.0500,lstm_hidden_size=64,lstm_num_layers=2,num_conv_layers=3,num_fcn_layers=3",0.05,32,100,<class '__main__.CNNLSTMFCNRegressor'>,3,3,32,64,2,/Users/tyler/GitHub Repositories/UT Austin/2024 Fall/CSML/Final-Project/EE-Estimation/logs/CNNLSTMFCN/run1,/Users/tyler/GitHub Repositories/UT Austin/2024 Fall/CSML/Final-Project/EE-Estimation/models/CNNLSTMFCN/run1,20,20,False,True,True
